S.No.,College,Department,Pass out year,Certification,Certification from,Score
2281,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,745
2282,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,700
2283,ACET,MECH,2024,Microsoft Azure Fundamentals,Microsoft,700
2284,ACET,MECH,2024,Microsoft Azure Fundamentals,Microsoft,895
2285,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,760
2286,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,805
2287,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,730
2288,AEC,MECH,2024,Microsoft Azure Fundamentals,Microsoft,820
2289,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,775
2290,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,925
2291,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,880
2292,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,830
2293,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,775
2294,AEC,EEE,2024,Microsoft Azure Fundamentals,Microsoft,805
2295,ACET,MECH,2024,Microsoft Azure Fundamentals,Microsoft,745
2296,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,775
2297,ACET,MECH,2024,Microsoft Azure Fundamentals,Microsoft,805
2298,ACOE,MECH,2024,Microsoft Azure Fundamentals,Microsoft,805
2299,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,715
2300,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,760
2301,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,730
2302,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,750
2303,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,720
2304,AEC,PET,2024,Microsoft Azure Fundamentals,Microsoft,830
2305,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,835
2306,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,775
2307,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,775
2308,ACET,ECE,2023,Microsoft Azure Fundamentals,Microsoft,716
2309,ACET,ECE,2023,Microsoft Azure Fundamentals,Microsoft,746
2310,ACET,ECE,2023,Microsoft Azure Fundamentals,Microsoft,720
2311,AEC,ECE,2023,Microsoft Azure Fundamentals,Microsoft,716
2312,ACET,ECE,2023,Microsoft Azure Fundamentals,Microsoft,745
2313,AEC,CSE,2023,Microsoft Azure Fundamentals,Microsoft,779
2314,ACET,ECE,2023,Microsoft Azure Fundamentals,Microsoft,762
2315,ACET,ECE,2023,Microsoft Azure Fundamentals,Microsoft,789
2316,ACET,ECE,2023,Microsoft Azure Fundamentals,Microsoft,826
2317,ACET,CSE,2023,Microsoft Azure Fundamentals,Microsoft,800
2318,ACET,CSE,2023,Microsoft Azure Fundamentals,Microsoft,720
2319,ACET,ECE,2022,Microsoft Azure Fundamentals,Microsoft,785
2320,AEC,CSE,2022,Microsoft Azure Fundamentals,Microsoft,850
2321,AEC,CSE,2022,Microsoft Azure Fundamentals,Microsoft,745
2322,ACET,ECE,2022,Microsoft Azure Fundamentals,Microsoft,725
2323,ACET,ECE,2022,Microsoft Azure Fundamentals,Microsoft,700
2324,ACET,ECE,2022,Microsoft Azure Fundamentals,Microsoft,749
2325,AEC,IT,2021,Microsoft Azure Fundamentals,Microsoft,820
2326,AEC,CSE,2021,Microsoft Azure Fundamentals,Microsoft,700
2327,AEC,CSE,2022,Microsoft Azure Fundamentals,Microsoft,760
2328,AEC,CSE,2021,Microsoft Azure Fundamentals,Microsoft,820
2329,AEC,CSE,2021,Microsoft Azure Fundamentals,Microsoft,835
2330,ACOE,ECE,2021,Microsoft Azure Fundamentals,Microsoft,723
2331,AEC,ECE,2021,Microsoft Azure Fundamentals,Microsoft,792
2332,AEC,IT,2021,Microsoft Azure Fundamentals,Microsoft,792
2333,AEC,CSE,2021,Microsoft Azure Fundamentals,Microsoft,769
2334,ACET,ECE,2021,Microsoft Azure Fundamentals,Microsoft,861
2335,ACET,ECE,2021,Microsoft Azure Fundamentals,Microsoft,876
2336,ACET,ECE,2021,Microsoft Azure Fundamentals,Microsoft,884
2337,ACET,ECE,2022,Microsoft Azure Fundamentals,Microsoft,836
2338,AEC,CSE,2021,Microsoft Azure Fundamentals,Microsoft,884
2339,AEC,CSE,2021,Microsoft Azure Fundamentals,Microsoft,861
2340,AEC,ECE,2021,Microsoft Azure Fundamentals,Microsoft,700
2341,ACET,CSE,2021,Microsoft Azure Fundamentals,Microsoft,931
2342,AEC,EEE,2021,Microsoft Azure Fundamentals,Microsoft,884
2343,AEC,EEE,2021,Microsoft Azure Fundamentals,Microsoft,725
2344,ACET,ECE,2021,Microsoft Azure Fundamentals,Microsoft,838
2345,AEC,cse,2021,Microsoft Azure Fundamentals,Microsoft,884
2346,AEC,CSe,2021,Microsoft Azure Fundamentals,Microsoft,930
2347,ACET,ECE,2021,Microsoft Azure Fundamentals,Microsoft,884
2348,ACOE,ECE,2021,Microsoft Azure Fundamentals,Microsoft,884
2349,ACOE,CSE,2021,Microsoft Azure Fundamentals,Microsoft,845
2350,ACOE,ECE,2021,Microsoft Azure Fundamentals,Microsoft,907
2351,ACOE,ECE,2021,Microsoft Azure Fundamentals,Microsoft,930
2352,AEC,ECE,2021,Microsoft Azure Fundamentals,Microsoft,838
2353,AEC,ECE,2021,Microsoft Azure Fundamentals,Microsoft,930
2354,AEC,ECE,2021,Microsoft Azure Fundamentals,Microsoft,700
2355,AEC,CSE,2021,Microsoft Azure Fundamentals,Microsoft,920
2356,AEC,ECE,2021,Microsoft Azure Fundamentals,Microsoft,792
2357,AEC,ECE,2021,Microsoft Azure Fundamentals,Microsoft,930
2358,ACET,ECE,2021,Microsoft Azure Fundamentals,Microsoft,910
2359,AEC,ECE,2021,Microsoft Azure Fundamentals,Microsoft,930
2360,AEC,cse,2021,Microsoft Azure Fundamentals,Microsoft,838
2361,ACET,EEE,2024,Microsoft Azure Fundamentals,Microsoft,835
2362,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,850
2363,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,865
2364,ACOE,IoT,2024,Microsoft Azure Fundamentals,Microsoft,865
2365,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,700
2366,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,700
2367,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,715
2368,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,895
2369,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,910
2370,AEC,PET,2024,Microsoft Azure Fundamentals,Microsoft,850
2371,ACET,CSE,2024,Microsoft Azure Fundamentals,Microsoft,700
2372,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,835
2373,ACOE,EEE,2024,Microsoft Azure Fundamentals,Microsoft,880
2374,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,880
2375,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,835
2376,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,850
2377,AEC,EEE,2024,Microsoft Azure Fundamentals,Microsoft,715
2378,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,820
2379,AEC,MECH,2024,Microsoft Azure Fundamentals,Microsoft,760
2380,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,795
2381,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,865
2382,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,805
2383,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,820
2384,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,745
2385,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,745
2386,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,865
2387,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,790
2388,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,850
2389,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,865
2390,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,775
2391,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,910
2392,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,745
2393,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,775
2394,AEC,ECE,2025,IT Speciallist Java,Certiport,840
2395,AEC,ECE,2025,IT Speciallist Java,Certiport,820
2396,AEC,ECE,2025,IT Speciallist Java,Certiport,860
2397,AEC,ECE,2025,IT Speciallist Java,Certiport,880
2398,AEC,ECE,2025,IT Speciallist Java,Certiport,800
2399,AEC,ECE,2025,IT Speciallist Java,Certiport,860
2400,AEC,ECE,2025,IT Speciallist Java,Certiport,820
2401,AEC,ECE,2025,IT Speciallist Java,Certiport,880
2402,AEC,ECE,2025,IT Speciallist Java,Certiport,780
2403,AEC,ECE,2025,IT Speciallist Java,Certiport,820
2404,AEC,ECE,2025,IT Speciallist Java,Certiport,900
2405,AEC,ECE,2025,IT Speciallist Java,Certiport,760
2406,AEC,ECE,2025,IT Speciallist Java,Certiport,840
2407,AEC,ECE,2025,IT Speciallist Java,Certiport,840
2408,AEC,ECE,2025,IT Speciallist Java,Certiport,840
2409,AEC,ECE,2025,IT Speciallist Java,Certiport,860
2410,AEC,ECE,2025,IT Speciallist Java,Certiport,860
2411,AEC,ECE,2025,IT Speciallist Java,Certiport,880
2412,AEC,ECE,2025,IT Speciallist Java,Certiport,840
2413,AEC,ECE,2025,IT Speciallist Java,Certiport,880
2414,AEC,ECE,2025,IT Speciallist Java,Certiport,820
2415,AEC,ECE,2025,IT Speciallist Java,Certiport,820
2416,AEC,ECE,2025,IT Speciallist Java,Certiport,920
2417,AEC,ECE,2025,IT Speciallist Java,Certiport,940
2418,AEC,ECE,2025,IT Speciallist Java,Certiport,880
2419,AEC,ECE,2025,IT Speciallist Java,Certiport,820
2420,AEC,ECE,2025,IT Speciallist Java,Certiport,840
2421,AEC,ECE,2025,IT Speciallist Java,Certiport,644
2422,AEC,ECE,2025,IT Speciallist Java,Certiport,740
2423,AEC,ECE,2025,IT Speciallist Java,Certiport,780
2424,AEC,ECE,2025,IT Speciallist Java,Certiport,740
2425,AEC,ECE,2025,IT Speciallist Java,Certiport,860
2426,AEC,ECE,2025,IT Speciallist Java,Certiport,900
2427,AEC,ECE,2025,IT Speciallist Java,Certiport,780
2428,AEC,ECE,2025,IT Speciallist Java,Certiport,880
2429,AEC,ECE,2025,IT Speciallist Java,Certiport,860
2430,AEC,ECE,2025,IT Speciallist Java,Certiport,840
2431,AEC,ECE,2025,IT Speciallist Java,Certiport,800
2432,AEC,ECE,2025,IT Speciallist Java,Certiport,800
2433,AEC,ECE,2025,IT Speciallist Java,Certiport,780
2434,AEC,ECE,2025,IT Speciallist Java,Certiport,840
2435,AEC,ECE,2025,IT Speciallist Java,Certiport,900
2436,AEC,ECE,2025,IT Speciallist Java,Certiport,820
2437,AEC,ECE,2025,IT Speciallist Java,Certiport,860
2438,AEC,ECE,2025,IT Speciallist Java,Certiport,860
2439,AEC,ECE,2025,IT Speciallist Java,Certiport,740
2440,AEC,ECE,2025,IT Speciallist Java,Certiport,760
2441,AEC,ECE,2025,IT Speciallist Java,Certiport,800
2442,AEC,ECE,2025,IT Speciallist Java,Certiport,840
2443,AEC,ECE,2025,IT Speciallist Java,Certiport,840
2444,AEC,ECE,2025,IT Speciallist Java,Certiport,900
2445,AEC,ECE,2025,IT Speciallist Java,Certiport,760
2446,AEC,ECE,2025,IT Speciallist Java,Certiport,960
2447,AEC,ECE,2025,IT Speciallist Java,Certiport,760
2448,AEC,ECE,2025,IT Speciallist Java,Certiport,900
2449,AEC,ECE,2025,IT Speciallist Java,Certiport,880
2450,AEC,ECE,2025,IT Speciallist Java,Certiport,860
2451,AEC,ECE,2025,IT Speciallist Java,Certiport,800
2452,ACOE,CSE,2020,AWS Certified Solutions Architect - Associate,AMAZON,790
2453,ACOE,CSE,2020,AWS Certified Solutions Architect - Associate,AMAZON,745
2454,ACET,CSE,2021,AWS Certified Solutions Architect - Associate,AMAZON,760
2455,ACET,ECE,2020,AWS Certified Solutions Architect - Associate,AMAZON,920
2456,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,943
2457,AEC,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,905
2458,AEC,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,905
2459,AEC,IT,2021,AWS Certified Cloud Practitioner,AMAZON,943
2460,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,929
2461,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,936
2462,AEC,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,922
2463,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,958
2464,AEC,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,856
2465,ACET,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,943
2466,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,893
2467,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,943
2468,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,893
2469,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,893
2470,AEC,IT,2021,AWS Certified Cloud Practitioner,AMAZON,929
2471,AEC,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,943
2472,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,943
2473,ACET,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,943
2474,AEC,IT,2021,AWS Certified Cloud Practitioner,AMAZON,869
2475,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,974
2476,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,893
2477,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,929
2478,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,958
2479,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,929
2480,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,929
2481,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,926
2482,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,881
2483,AEC,IT,2021,AWS Certified Cloud Practitioner,AMAZON,905
2484,AEC,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,943
2485,AEC,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,929
2486,AEC,IT,2021,AWS Certified Cloud Practitioner,AMAZON,945
2487,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,929
2488,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,943
2489,AEC,IT,2021,AWS Certified Cloud Practitioner,AMAZON,958
2490,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,881
2491,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,932
2492,ACOE,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,929
2493,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,967
2494,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,934
2495,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,846
2496,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,921
2497,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,892
2498,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,932
2499,AEC,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,897
2500,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,911
2501,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,895
2502,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,904
2503,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,917
2504,ACOE,ECE,2022,AWS Certified Cloud Practitioner,AMAZON,879
2505,ACOE,ECE,2022,AWS Certified Cloud Practitioner,AMAZON,923
2506,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,869
2507,ACOE,ECE,2022,AWS Certified Cloud Practitioner,AMAZON,923
2508,AEC,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,893
2509,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,878
2510,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,896
2511,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,897
2512,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,929
2513,ACET,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,856
2514,ACET,CSE,2022,AWS Certified Cloud Practitioner,AMAZON,886
2515,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,834
2516,AEC,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,871
2517,AEC,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,943
2518,AEC,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,886
2519,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,824
2520,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,837
2521,AEC,ECE,2021,AWS Certified Solutions Architect - Associate,AMAZON,753
2522,ACET,ECE,2021,AWS Certified Solutions Architect - Associate,AMAZON,779
2523,ACET,ECE,2021,AWS Certified Solutions Architect - Associate,AMAZON,779
2524,ACET,CSE,2021,AWS Certified Solutions Architect - Associate,AMAZON,779
2525,ACET,ECE,2021,AWS Certified Solutions Architect - Associate,AMAZON,766
2526,ACET,ECE,2021,AWS Certified Solutions Architect - Associate,AMAZON,759
2527,AEC,CSE,2021,AWS Certified Solutions Architect - Associate,AMAZON,759
2528,AEC,CSE,2021,AWS Certified Solutions Architect - Associate,AMAZON,779
2529,AEC,CSE,2021,AWS Certified Solutions Architect - Associate,AMAZON,779
2530,AEC,CSE,2022,AWS Certified Solutions Architect - Associate,AMAZON,759
2531,ACET,IT,2022,AWS Certified Solutions Architect - Associate,AMAZON,759
2532,ACET,IT,2022,AWS Certified Solutions Architect - Associate,AMAZON,779
2533,AEC,CSE,2022,AWS Certified Solutions Architect - Associate,AMAZON,796
2534,ACET,ECE,2021,AWS Certified Solutions Architect - Associate,AMAZON,765
2535,ACET,ECE,2021,AWS Certified Solutions Architect - Associate,AMAZON,758
2536,ACET,ECE,2021,AWS Certified Solutions Architect - Associate,AMAZON,774
2537,AEC,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,755
2538,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,763
2539,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,734
2540,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,780
2541,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,763
2542,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,727
2543,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,780
2544,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,755
2545,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,755
2546,ACET,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,741
2547,ACET,CSE,2022,AWS Certified Cloud Practitioner,AMAZON,734
2548,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,771
2549,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,789
2550,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,780
2551,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,780
2552,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,734
2553,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,810
2554,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,799
2555,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,799
2556,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,799
2557,ACET,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,741
2558,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,713
2559,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,771
2560,ACET,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,789
2561,ACET,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,789
2562,ACET,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,720
2563,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,742
2564,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,748
2565,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,720
2566,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,763
2567,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,734
2568,ACET,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,780
2569,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,763
2570,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,727
2571,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,745
2572,AEC,MECH,2021,AWS Certified Cloud Practitioner,AMAZON,765
2573,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,732
2574,ACOE,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,789
2575,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,759
2576,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,734
2577,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,754
2578,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,751
2579,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,832
2580,ACOE,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,734
2581,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,762
2582,AEC,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,772
2583,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,768
2584,ACOE,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,834
2585,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,891
2586,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,768
2587,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,723
2588,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,765
2589,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,782
2590,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,735
2591,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,746
2592,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,739
2593,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,739
2594,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,727
2595,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,742
2596,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,752
2597,ACET,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,746
2598,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,747
2599,ACET,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,736
2600,ACET,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,737
2601,ACET,CSE,2022,AWS Certified Cloud Practitioner,AMAZON,739
2602,AEC,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,782
2603,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,748
2604,ACET,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,729
2605,ACET,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,724
2606,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,735
2607,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,759
2608,AEC,ECE,2021,AWS Certified Cloud Practitioner,AMAZON,793
2609,ACET,CSE,2021,AWS Certified Cloud Practitioner,AMAZON,785
2610,ACET,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,722
2611,ACET,EEE,2021,AWS Certified Cloud Practitioner,AMAZON,755
2612,ACET,IT,2022,AWS Certified Cloud Practitioner,AMAZON,75%
2613,ACOE,ECE,2022,AWS Certified Cloud Practitioner,AMAZON,80%
2614,ACOE,ECE,2022,AWS Certified Cloud Practitioner,AMAZON,90%
2615,ACOE,ECE,2022,AWS Certified Cloud Practitioner,AMAZON,85%
2616,ACET,ECE,2022,AWS Certified Cloud Practitioner,AMAZON,68%
2617,ACET,IT,2022,AWS Certified Cloud Practitioner,AMAZON,80%
2618,AEC,CSE,2022,AWS Certified Cloud Practitioner,AMAZON,68%
2619,ACET,IT,2022,AWS Certified Cloud Practitioner,AMAZON,70%
2620,ACET,ECE,2022,AWS Certified Cloud Practitioner,AMAZON,82%
2621,ACOE,ECE,2022,AWS Certified Cloud Practitioner,AMAZON,95%
2622,ACET,ECE,2022,AWS Certified Cloud Practitioner,AMAZON,88%
2623,ACET,ECE,2022,AWS Certified Cloud Practitioner,AMAZON,82%
