S.No.,College,Department,Pass out year,Certification,Certification from,Score
1885,AEC,CSE,2024,Azure Administrator Associate,Microsoft,-
1886,ACOE,CSE,2024,Azure Administrator Associate,Microsoft,-
1887,ACOE,ECE,2024,Azure Administrator Associate,Microsoft,-
1888,ACOE,CSE,2024,Azure Administrator Associate,Microsoft,-
1889,AEC,MECH,2024,Azure Administrator Associate,Microsoft,-
1890,ACET,ECE,2024,Azure Administrator Associate,Microsoft,-
1891,ACOE,ECE,2024,Azure Administrator Associate,Microsoft,-
1892,AEC,ECE,2024,Azure Administrator Associate,Microsoft,-
1893,ACET,ECE,2024,Azure Administrator Associate,Microsoft,-
1894,ACET,ECE,2024,Azure Administrator Associate,Microsoft,-
1895,ACOE,CSE,2024,Azure Administrator Associate,Microsoft,-
1896,AEC,CSE,2024,Azure Administrator Associate,Microsoft,-
1897,ACOE,CSE,2024,Azure Administrator Associate,Microsoft,-
1898,ACOE,CSE,2024,Azure Administrator Associate,Microsoft,-
1899,AEC,CSE,2024,Azure Administrator Associate,Microsoft,-
1900,AEC,ECE,2024,Azure Administrator Associate,Microsoft,-
1901,AEC,CSE,2024,Azure Administrator Associate,Microsoft,-
1902,AEC,CSE,2024,Azure Administrator Associate,Microsoft,-
1903,ACOE,CSE,2024,Azure Administrator Associate,Microsoft,-
1904,AEC,MECH,2024,Salesforce Certified Administrator,Salesforce,-
1905,AEC,MECH,2024,Salesforce Certified Administrator,Salesforce,-
1906,AEC,EEE,2024,Salesforce Certified Administrator,Salesforce,-
1907,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,803
1908,ACET,MECH,2024,AWS Certified Cloud Practitioner,Amazon,911
1909,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,843
1910,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,882
1911,ACOE,Mech,2024,AWS Certified Cloud Practitioner,Amazon,860
1912,ACET,MECH,2024,AWS Certified Cloud Practitioner,Amazon,827
1913,AEC,MECH,2024,AWS Certified Cloud Practitioner,Amazon,827
1914,ACET,ECE,2024,AWS Certified Cloud Practitioner,Amazon,882
1915,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,843
1916,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,803
1917,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,718
1918,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,827
1919,aec,ece,2024,AWS Certified Cloud Practitioner,Amazon,792
1920,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,860
1921,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,911
1922,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,815
1923,ACET,ECE,2024,AWS Certified Cloud Practitioner,Amazon,830
1924,ACET,ECE,2024,AWS Certified Cloud Practitioner,Amazon,801
1925,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,750
1926,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,815
1927,AEC,MECH,2024,AWS Certified Cloud Practitioner,Amazon,843
1928,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,815
1929,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,792
1930,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,815
1931,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,843
1932,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,911
1933,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,803
1934,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,718
1935,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,764
1936,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,815
1937,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,1000
1938,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,755
1939,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,803
1940,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,882
1941,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,882
1942,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,827
1943,AEC,IT,2024,AWS Certified Cloud Practitioner,Amazon,827
1944,ACOE,CSE,2024,AWS Certified Cloud Practitioner,Amazon,860
1945,ACET,CSE,2024,AWS Certified Cloud Practitioner,Amazon,792
1946,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,782
1947,ACOE,CSE-IOT,2024,AWS Certified Cloud Practitioner,Amazon,827
1948,ACOE,CSE,2024,AWS Certified Cloud Practitioner,Amazon,803
1949,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,911
1950,AEC,IT,2024,AWS Certified Cloud Practitioner,Amazon,782
1951,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,764
1952,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,815
1953,ACET,CSE,2024,AWS Certified Cloud Practitioner,Amazon,827
1954,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,731
1955,ACET,IT,2024,AWS Certified Cloud Practitioner,Amazon,815
1956,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,815
1957,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,792
1958,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,860
1959,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,803
1960,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,882
1961,ACOE,CSE,2024,AWS Certified Cloud Practitioner,Amazon,882
1962,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,747
1963,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,827
1964,ACET,CSE,2024,AWS Certified Cloud Practitioner,Amazon,827
1965,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,959
1966,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,827
1967,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,815
1968,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,764
1969,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,764
1970,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,911
1971,ACET,CSE,2024,AWS Certified Cloud Practitioner,Amazon,755
1972,ACET,IT,2024,AWS Certified Cloud Practitioner,Amazon,830
1973,Acet,IT,2024,AWS Certified Cloud Practitioner,Amazon,803
1974,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,803
1975,ACET,IT,2024,AWS Certified Cloud Practitioner,Amazon,711
1976,ACET,ECE,2024,IT Specialist Java Script,Certiport,840
1977,ACET,ECE,2024,IT Specialist Java Script,Certiport,900
1978,AEC,MECH,2024,IT Specialist Java Script,Certiport,880
1979,ACET,ECE,2024,IT Specialist Java Script,Certiport,860
1980,ACET,ECE,2024,IT Specialist Java Script,Certiport,860
1981,ACET,ECE,2024,IT Specialist Java Script,Certiport,860
1982,ACET,ECE,2024,IT Specialist Java Script,Certiport,820
1983,ACOE,ECE,2024,IT Specialist Java Script,Certiport,820
1984,AEC,MECH,2024,IT Specialist Java Script,Certiport,820
1985,ACOE,ECE,2024,IT Specialist Java Script,Certiport,800
1986,ACET,ECE,2024,IT Specialist Java Script,Certiport,780
1987,ACOE,ECE,2024,IT Specialist Java Script,Certiport,780
1988,ACET,ECE,2024,IT Specialist Java Script,Certiport,760
1989,AEC,MECH,2024,IT Specialist Java Script,Certiport,760
1990,ACET,ECE,2024,IT Specialist Java Script,Certiport,760
1991,ACET,ECE,2024,IT Specialist Java Script,Certiport,840
1992,ACET,EEE,2024,IT Specialist Java Script,Certiport,780
1993,ACET,ECE,2024,IT Specialist Java Script,Certiport,880
1994,ACET,ECE,2024,IT Specialist Java Script,Certiport,780
1995,ACET,ECE,2024,IT Specialist Java Script,Certiport,860
1996,ACET,ECE,2024,IT Specialist Java Script,Certiport,740
1997,ACET,ECE,2024,IT Specialist Java Script,Certiport,840
1998,ACET,ECE,2024,IT Specialist Java Script,Certiport,780
1999,ACET,ECE,2024,IT Specialist Java Script,Certiport,880
2000,ACET,ECE,2024,IT Specialist Java Script,Certiport,780
2001,ACET,ECE,2024,IT Specialist Java Script,Certiport,860
2002,ACET,ECE,2024,IT Specialist Java Script,Certiport,780
2003,AEC,MECH,2024,IT Specialist Java Script,Certiport,760
2004,AEC,MECH,2024,IT Specialist Java Script,Certiport,880
2005,AEC,MECH,2024,IT Specialist Java Script,Certiport,880
2006,AEC,MECH,2024,IT Specialist Java Script,Certiport,880
2007,ACOE,ECE,2024,IT Specialist Java Script,Certiport,880
2008,ACET,ECE,2024,IT Specialist Java Script,Certiport,860
2009,ACET,ECE,2024,IT Specialist Java Script,Certiport,860
2010,ACET,MECH,2024,IT Specialist Java Script,Certiport,860
2011,ACOE,EEE,2024,IT Specialist Java Script,Certiport,860
2012,ACET,EEE,2024,IT Specialist Java Script,Certiport,840
2013,ACET,MECH,2024,IT Specialist Java Script,Certiport,840
2014,AEC,MECH,2024,IT Specialist Java Script,Certiport,820
2015,ACET,ECE,2024,IT Specialist Java Script,Certiport,880
2016,ACET,MECH,2024,IT Specialist Java Script,Certiport,860
2017,ACET,ECE,2024,IT Specialist Java Script,Certiport,860
2018,ACET,ECE,2024,IT Specialist Java Script,Certiport,860
2019,ACOE,ECE,2024,IT Specialist Java Script,Certiport,860
2020,ACET,MECH,2024,IT Specialist Java Script,Certiport,840
2021,ACET,ECE,2024,IT Specialist Java Script,Certiport,840
2022,ACET,ECE,2024,IT Specialist Java Script,Certiport,840
2023,ACET,ECE,2024,IT Specialist Java Script,Certiport,840
2024,ACET,MECH,2024,IT Specialist Java Script,Certiport,820
2025,ACET,CIVIL,2024,IT Specialist Java Script,Certiport,800
2026,ACET,IT,2024,IT Specialist Java Script,Certiport,860
2027,AEC,CSE,2024,IT Specialist Java Script,Certiport,820
2028,ACOE,CSE,2024,IT Specialist Java Script,Certiport,800
2029,AEC,CSE,2024,IT Specialist Java Script,Certiport,800
2030,ACOE,CSE,2024,IT Specialist Java Script,Certiport,780
2031,ACET,IT,2024,IT Specialist Java Script,Certiport,760
2032,AEC,CSE,2024,IT Specialist Java Script,Certiport,740
2033,ACOE,CSE,2024,IT Specialist Java Script,Certiport,740
2034,AEC,CSE,2024,IT Specialist Java Script,Certiport,880
2035,AEC,CSE,2024,IT Specialist Java Script,Certiport,860
2036,ACOE,CSE,2024,IT Specialist Java Script,Certiport,840
2037,AEC,CSE,2024,IT Specialist Java Script,Certiport,840
2038,ACOE,CSE,2024,IT Specialist Java Script,Certiport,820
2039,AEC,CSE,2024,IT Specialist Java Script,Certiport,820
2040,AEC,CSE,2024,IT Specialist Java Script,Certiport,820
2041,AEC,IT,2024,IT Specialist Java Script,Certiport,800
2042,AEC,IT,2024,IT Specialist Java Script,Certiport,780
2043,AEC,IT,2024,IT Specialist Java Script,Certiport,780
2044,AEC,IT,2024,IT Specialist Java Script,Certiport,780
2045,AEC,CSE,2024,IT Specialist Java Script,Certiport,780
2046,AEC,IT,2024,IT Specialist Java Script,Certiport,760
2047,AEC,IT,2024,IT Specialist Java Script,Certiport,740
2048,AEC,IT,2024,IT Specialist Java Script,Certiport,740
2049,AEC,CSE,2024,IT Specialist Java Script,Certiport,740
2050,AEC,IT,2024,IT Specialist Java Script,Certiport,720
2051,ACET,IT,2024,IT Specialist Java Script,Certiport,880
2052,ACET,IT,2024,IT Specialist Java Script,Certiport,820
2053,ACET,IT,2024,IT Specialist Java Script,Certiport,840
2054,ACET,IT,2024,IT Specialist Java Script,Certiport,780
2055,ACET,IT,2024,IT Specialist Java Script,Certiport,860
2056,ACOE,AI&ML,2024,IT Specialist Java Script,Certiport,860
2057,ACOE,AI&ML,2024,IT Specialist Java Script,Certiport,800
2058,AEC,IT,2024,IT Specialist Java Script,Certiport,860
2059,ACET,IT,2024,IT Specialist Java Script,Certiport,820
2060,ACET,IT,2024,IT Specialist Java Script,Certiport,820
2061,ACOE,CSE,2024,IT Specialist Java Script,Certiport,840
2062,ACOE,CSE,2024,IT Specialist Java Script,Certiport,840
2063,ACOE,CSE,2024,IT Specialist Java Script,Certiport,820
2064,AEC,CSE,2024,IT Specialist Java Script,Certiport,880
2065,AEC,CSE,2024,IT Specialist Java Script,Certiport,800
2066,ACET,IT,2024,IT Specialist Java Script,Certiport,880
2067,ACET,IT,2024,IT Specialist Java Script,Certiport,860
2068,AEC,CSE,2024,IT Specialist Java Script,Certiport,860
2069,AEC,CSE,2024,IT Specialist Java Script,Certiport,860
2070,ACET,IT,2024,IT Specialist Java Script,Certiport,840
2071,ACET,IT,2024,IT Specialist Java Script,Certiport,840
2072,ACET,IT,2024,IT Specialist Java Script,Certiport,840
2073,ACET,IT,2024,IT Specialist Java Script,Certiport,840
2074,ACET,IT,2024,IT Specialist Java Script,Certiport,840
2075,AEC,CSE,2024,IT Specialist Java Script,Certiport,820
2076,AEC,CSE,2024,IT Specialist Java Script,Certiport,820
2077,ACET,IT,2024,IT Specialist Java Script,Certiport,920
2078,AEC,CSE,2024,IT Specialist Java Script,Certiport,880
2079,AEC,CSE,2024,IT Specialist Java Script,Certiport,880
2080,AEC,CSE,2024,IT Specialist Java Script,Certiport,880
2081,AEC,CSE,2024,IT Specialist Java Script,Certiport,880
2082,ACET,IT,2024,IT Specialist Java Script,Certiport,860
2083,AEC,CSE,2024,IT Specialist Java Script,Certiport,860
2084,AEC,CSE,2024,IT Specialist Java Script,Certiport,860
2085,ACET,IT,2024,IT Specialist Java Script,Certiport,840
2086,ACOE,CSE,2024,IT Specialist Java Script,Certiport,840
2087,AEC,CSE,2024,IT Specialist Java Script,Certiport,840
2088,AEC,CSE,2024,IT Specialist Java Script,Certiport,840
2089,AEC,CSE,2024,IT Specialist Java Script,Certiport,820
2090,AEC,CSE,2024,IT Specialist Java Script,Certiport,800
2091,ACET,IT,2024,IT Specialist Java Script,Certiport,880
2092,AEC,CSE,2024,IT Specialist Java Script,Certiport,900
2093,AEC,CSE,2024,IT Specialist Java Script,Certiport,880
2094,ACET,IT,2024,IT Specialist Java Script,Certiport,840
2095,ACOE,AI&ML,2024,IT Specialist Java Script,Certiport,840
2096,ACOE,CSE,2024,IT Specialist Java Script,Certiport,840
2097,AEC,IT,2024,IT Specialist Java Script,Certiport,840
2098,AEC,CSE,2024,IT Specialist Java Script,Certiport,840
2099,AEC,CSE,2024,IT Specialist Java Script,Certiport,840
2100,ACET,IT,2024,IT Specialist Java Script,Certiport,820
2101,ACET,CSE,2024,IT Specialist Java Script,Certiport,820
2102,AEC,CSE,2024,IT Specialist Java Script,Certiport,800
2103,ACET,IT,2024,IT Specialist Java Script,Certiport,780
2104,ACOE,CSE,2024,IT Specialist Java Script,Certiport,780
2105,ACET,CSE,2024,IT Specialist Java Script,Certiport,700
2106,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,760
2107,ACET,IT,2024,Microsoft Azure Fundamentals,Microsoft,765
2108,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,730
2109,ACET,MECH,2024,Microsoft Azure Fundamentals,Microsoft,865
2110,ACET,EEE,2024,Microsoft Azure Fundamentals,Microsoft,735
2111,ACET,EEE,2024,Microsoft Azure Fundamentals,Microsoft,895
2112,ACET,EEE,2024,Microsoft Azure Fundamentals,Microsoft,724
2113,ACOE,IoT,2024,Microsoft Azure Fundamentals,Microsoft,834
2114,ACOE,IoT,2024,Microsoft Azure Fundamentals,Microsoft,745
2115,ACOE,IoT,2024,Microsoft Azure Fundamentals,Microsoft,730
2116,ACOE,IoT,2024,Microsoft Azure Fundamentals,Microsoft,880
2117,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,900
2118,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,775
2119,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,790
2120,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,825
2121,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,730
2122,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,805
2123,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,730
2124,ACOE,MECH,2024,Microsoft Azure Fundamentals,Microsoft,865
2125,ACOE,MECH,2024,Microsoft Azure Fundamentals,Microsoft,700
2126,ACOE,MECH,2024,Microsoft Azure Fundamentals,Microsoft,760
2127,ACOE,MECH,2024,Microsoft Azure Fundamentals,Microsoft,850
2128,ACOE,MECH,2024,Microsoft Azure Fundamentals,Microsoft,835
2129,ACOE,EEE,2024,Microsoft Azure Fundamentals,Microsoft,715
2130,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,865
2131,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,760
2132,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,850
2133,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,865
2134,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,700
2135,AEC,MECH,2024,Microsoft Azure Fundamentals,Microsoft,895
2136,AEC,EEE,2024,Microsoft Azure Fundamentals,Microsoft,740
2137,AEC,EEE,2024,Microsoft Azure Fundamentals,Microsoft,820
2138,AEC,EEE,2024,Microsoft Azure Fundamentals,Microsoft,720
2139,AEC,EEE,2024,Microsoft Azure Fundamentals,Microsoft,750
2140,ACET,IT,2024,Microsoft Azure Fundamentals,Microsoft,925
2141,ACET,IT,2024,Microsoft Azure Fundamentals,Microsoft,715
2142,ACET,IT,2024,Microsoft Azure Fundamentals,Microsoft,790
2143,ACET,IT,2024,Microsoft Azure Fundamentals,Microsoft,760
2144,ACET,IT,2024,Microsoft Azure Fundamentals,Microsoft,925
2145,ACET,IT,2024,Microsoft Azure Fundamentals,Microsoft,750
2146,ACET,CSE,2024,Microsoft Azure Fundamentals,Microsoft,700
2147,ACET,CSE,2024,Microsoft Azure Fundamentals,Microsoft,775
2148,ACET,CSE,2024,Microsoft Azure Fundamentals,Microsoft,730
2149,ACET,CSE,2024,Microsoft Azure Fundamentals,Microsoft,760
2150,ACET,CSE,2024,Microsoft Azure Fundamentals,Microsoft,815
2151,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,801
2152,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,820
2153,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,715
2154,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,760
2155,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,730
2156,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,745
2157,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,730
2158,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,820
2159,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,730
2160,ACET,MECH,2024,Microsoft Azure Fundamentals,Microsoft,865
2161,ACET,MECH,2024,Microsoft Azure Fundamentals,Microsoft,865
2162,ACET,EEE,2024,Microsoft Azure Fundamentals,Microsoft,760
2163,ACET,EEE,2024,Microsoft Azure Fundamentals,Microsoft,835
2164,ACET,CIVIL,2024,Microsoft Azure Fundamentals,Microsoft,700
2165,ACOE,IoT,2024,Microsoft Azure Fundamentals,Microsoft,790
2166,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,730
2167,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,895
2168,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,850
2169,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,805
2170,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,800
2171,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,895
2172,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,700
2173,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,760
2174,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,865
2175,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,740
2176,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,865
2177,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,835
2178,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,775
2179,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,790
2180,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,805
2181,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,820
2182,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,820
2183,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,775
2184,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,835
2185,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,775
2186,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,865
2187,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,775
2188,AEC,PET,2024,Microsoft Azure Fundamentals,Microsoft,820
2189,AEC,PET,2024,Microsoft Azure Fundamentals,Microsoft,760
2190,AEC,IT,2024,Microsoft Azure Fundamentals,Microsoft,850
2191,AEC,IT,2024,Microsoft Azure Fundamentals,Microsoft,820
2192,AEC,IT,2024,Microsoft Azure Fundamentals,Microsoft,715
2193,AEC,IT,2024,Microsoft Azure Fundamentals,Microsoft,805
2194,AEC,IT,2024,Microsoft Azure Fundamentals,Microsoft,895
2195,AEC,IT,2024,Microsoft Azure Fundamentals,Microsoft,755
2196,AEC,IT,2024,Microsoft Azure Fundamentals,Microsoft,910
2197,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,710
2198,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,810
2199,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,805
2200,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,865
2201,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,790
2202,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,850
2203,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,880
2204,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,730
2205,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,760
2206,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,880
2207,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,820
2208,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,805
2209,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,715
2210,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,865
2211,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,745
2212,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,850
2213,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,790
2214,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,805
2215,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,790
2216,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,820
2217,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,805
2218,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,715
2219,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,715
2220,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,715
2221,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,760
2222,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,850
2223,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,790
2224,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,790
2225,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,760
2226,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,760
2227,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,835
2228,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,760
2229,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,790
2230,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,835
2231,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,745
2232,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,835
2233,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,760
2234,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,835
2235,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,820
2236,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,715
2237,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,820
2238,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,880
2239,AEC,CIVIL,2024,Microsoft Azure Fundamentals,Microsoft,700
2240,AEC,CIVIL,2024,Microsoft Azure Fundamentals,Microsoft,850
2241,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,790
2242,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,805
2243,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,805
2244,ACOE,AI&ML,2024,Microsoft Azure Fundamentals,Microsoft,790
2245,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,760
2246,ACET,IT,2024,Microsoft Azure Fundamentals,Microsoft,715
2247,ACOE,IoT,2024,Microsoft Azure Fundamentals,Microsoft,725
2248,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,745
2249,ACET,EEE,2024,Microsoft Azure Fundamentals,Microsoft,715
2250,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,790
2251,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,835
2252,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,805
2253,ACOE,MECH,2024,Microsoft Azure Fundamentals,Microsoft,775
2254,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,820
2255,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,800
2256,ACET,EEE,2024,Microsoft Azure Fundamentals,Microsoft,790
2257,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,760
2258,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,775
2259,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,960
2260,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,730
2261,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,760
2262,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,825
2263,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,741
2264,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,790
2265,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,760
2266,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,715
2267,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,805
2268,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,730
2269,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,850
2270,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,800
2271,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,700
2272,ACOE,ECE,2024,Microsoft Azure Fundamentals,Microsoft,840
2273,ACOE,CSE,2024,Microsoft Azure Fundamentals,Microsoft,780
2274,ACET,EEE,2024,Microsoft Azure Fundamentals,Microsoft,740
2275,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,830
2276,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,775
2277,AEC,CSE,2024,Microsoft Azure Fundamentals,Microsoft,745
2278,ACET,MECH,2024,Microsoft Azure Fundamentals,Microsoft,790
2279,AEC,ECE,2024,Microsoft Azure Fundamentals,Microsoft,835
2280,ACET,ECE,2024,Microsoft Azure Fundamentals,Microsoft,880
